CODICE,AUTORE,TITOLO,CASA EDITRICE,GENERE/COLLOCAZIONE,LINGUA,ANNO EDIZIONE,;
3110,roberto denti ,athanor,mondadori,bambini e ragazzi,italiano,2006,;
3111,elena romanello,candy candy,iacobelli,bambini e ragazzi,italiano,2009,;
3112,giovanni paolo II,le mie preghiere le mie poesia,tascabili economici newton,filosofia e religioni,italiano,2011,;
3113,heinz halm,gli arabi,universale paperbacks,saggio storico,italiano,2006,;
3114,drew karpyshyn,star wars darth bane il sentiero della distruzione,multiplayer.it,fantasy/avventura/fantascienza,italiano,2012,;
3115,federico rampini,l impero di cindia,mondadori,fantasy/avventura/fantascienza,italiano,2011,;
3116,mauro corona,nel legno e nella pietra,mondadori,fantasy/avventura/fantascienza,italiano,2011,;
3117,m. barbagli d.i. kertzer e altri,storia della famiglia in europa,editori laterza,saggio storico,italiano,2005,;
3118,atiq rahimi,le mille case del sogno e del terrore,einaudi,saggio,italiano,2003,;
3119,alessandra lavagnino,un inverno 1943 1944,sellerio,romanzo storico,italiano,2006,;
3120,pierre bourdieu,le regole dell'arte,il saggiatore,arte e cultura del territorio,italiano,2005,;
3121,nichi vendola,c'e' un'italia migliore,fandango,saggio,italiano,2011,;
3122,alain touraine,eguaglianza e diversita',laterza,saggio,italiano,1997,;
3123,isaiah berlin,la liberta' e i suoi traditori,adelphy,filosofia e religioni,italiano,2005,;
3124,serge latouche ,come sopravvivere allo sviluppo,bollati boringeri,saggi e inchieste,italiano,2006,;
3125,marco aime,l'incontro mancato,bollati boringeri,saggi e inchieste,italiano,2005,;
3126,maurizio targa,l'importantee' proibire,stampa alternativa,saggi e inchieste,italiano,2011,;
3127,marguerite duras,quaderni della guerra e altri testi,feltrinelli,biografia,italiano,2008,;
3128,calogero morreale,il peso del silenzio,armando siciliano editore,saggio,italiano,2006,;
3129,paul davies,uno strano silenzio,codice edizioni,scienze naturali e matematiche,italiano,2012,;
3130,raffaele m. de cicco,le vie del servizio civile ,gangemi editore,manuale,italiano,2011,;
3131,c. armati y. selvetella,roma criminale,newton,saggio storico,italiano,2009,;
3132,mario pirani,poteva andare peggio,mondadori,saggio,italiano,2010,;
3133,michele salvati ,tre pezzi facili sull'italia,il mulino,saggio storico,italiano,2011,;
3134,paolo dall'oglio,collera e luce,emi,letteratura d'inchiesta,italiano,2013,;
3135,steohen king,ventidue undici sessantatre,sperling&kupfer,giallo/thriller,italiano,2011,;
3136,james oswald,nel nome del male,giunti,giallo/thriller,italiano,2014,;
3137,gianni mura,giallo su giallo,feltrinelli,giallo/thriller,italiano,2007,;
3138,mary higgins clark,sei tornato papa'?,sperling & kupfer,giallo/thriller,italiano,2013,;
3139,frederick forsyth,il cobra,mondadori,giallo/thriller,italiano,2010,;
3140,stefano benni,la traccia dell'angelo,sellerio,giallo/thriller,italiano,2011,;
3141,luigi garlando,nostra signora del dischetto,kowalski,umoristico e fumetti,italiano,2005,;
3142,marco marvaldi,la famiglia tortilla,edt,narrativa,italiano,2014,;
3143,p. rumiz f. altan,tre uomini in bicicletta,feltrinelli,umoristico e fumetti,italiano,2002,;
3144,antonio caprarica,papaveri e papere,sperling & kupfer,umoristico e fumetti,italiano,2009,;
3145,s. colarizzi m. gervasoni,la tela di penelope,laterza,saggio,italiano,2016,;
3146,noam chomsky,dal vietnam all'iraq,manifestolibri,saggio storico,italiano,2003,;
3147,stephane hessel,indignatevi,add editore,saggio,italiano,2011,;
3148,m. hack v. domenici,notte di stelle,sperling & kupfer,saggio,italiano,2011,;
3149,maria fiori,identita' territoriale per lo sviluppo e l'imprenditorialita',wip edizioni scientifiche,saggio storico,italiano,2012,;
3150,telmo pievani,creazione senza dio,einaudi,scienze naturali e matematiche,italiano,2009,;
3151,pankaj mishra,la fine della sofferenza,guanda,saggio,italiano,2006,;
3152,claudia bordese,sesso selvaggio,instar libri,scienze naturali e matematiche,italiano,2010,;
3153,enrico letta,costruire una cattedrale,mondadori,saggi e inchieste,italiano,2013,;
3154,pino caruso,l'uomo comune,marsilio editori,romanzo,italiano,2005,;
3155,p. l. berger t. luckmann,la realta' come costruzione sociale,il mulino,saggi e inchieste,italiano,2011,;
3156,michel onfray,trattato di ateologia,fazi editore,filosofia e religioni,italiano,2016,;
3157,michail gorbacev,ogni cosa a suo tempo,marsilio editori,biografia,italiano,2013,;
3158,amelia earhart,felice di volare,elliot,biografia,italiano,2015,;
3159,clemente mimun,ho visto cose,mondadori,biografia,italiano,2013,;
3160,gianluca nicoletti,alla fine qualcosa ci inventeremo,mondadori,biografia,italiano,2014,;
3161,riccardo ferrigato,sergio mattarella il presidente degli italiani,san paolo,biografia,italiano,2015,;
3162,eugenio scalfari,l'amore; la sfida; il destino,einaudi,biografia,italiano,2013,;
3163,enzo bianchi ,ogni cosa alla sua stagione ,einaudi,biografia,italiano,2010,;
3164,roberto vivarelli,la fine di una stagione,il mulino,biografia,italiano,2001,;
3165,andre' gide,gli ultimi anni di oscar wilde; dandy decaduto,stampa alternativa,biografia,italiano,2008,;
3166,arnoldo foa,autobiografia di un artista burbero,sellerio,biografia,italiano,2010,;
3167,isaac asimov,tutti i racconti vol due parte prima,mondadori,giallo/thriller,italiano,1995,;
3168,isaac asimov,tutti i racconti vol due parte seconda,mondadori,giallo/thriller,italiano,1996,;
3169,cristina rava,dopo il nero della notte,garzanti,giallo/thriller,italiano,2014,;
3170,atorsten pettersson,l'alfabetista,newton compton,giallo/thriller,italiano,2010,;
3171,alarico bernardi,occhiali da sole,arduino sacco editore,giallo/thriller,italiano,2014,;
3172,roberto costantini,alle radici del male,marsilio editori,giallo/thriller,italiano,2012,;
3173,jo nesbo,il pipistrello,einaudi,giallo/thriller,italiano,2014,;
3174,alessandra caneva,don matteo  la strategia dello scorpione la rosa antica,san paolo,giallo/thriller,italiano,2002,;
3175,andrea camilleri,il giro di boa,sellerio,giallo/thriller,italiano,2011,;
3176,giorgio fontana ,morte di un uomo felice,sellerio,giallo/thriller,italiano,2014,;
3177,rossella messina ,pensavo peggio,sironi,umoristico e fumetti,italiano,2007,;
3178, g. cruciani d. parenzo,cattivissimi noi,aliberti,umoristico e fumetti,italiano,2013,;
3179,david sedaris,esploriamo il diabete con i gufi,mondadori,umoristico e fumetti,italiano,2014,;
3180,rick riordan,il trono di fuoco,mondadori,fantasy/avventura/fantascienza,italiano,2013,;
3181,kierkegaard,aut-aut,mondadori,filosofia,italiano,2014,;
3182,j. rubalcaba p. robertshaw,gli antenati,zanichelli,saggio storico,italiano,2011,;
3183,sergio de santis,la notte dei lunghi coltelli - la vera storia delle SA,avverbi,saggio storico,italiano,2007,;
3184,angelo panarese,donne giacobini e sanfedisti,progedit,saggio storico,italiano,2011,;
3185,domenico quirico,il grande califfato,neri pozza,saggio storico,italiano,2015,;
3186,silvia giralucci,l'inferno sono gli altri,mondadori,saggio storico,italiano,2011,;
3187,g. fasanella a. grippo,l'orda nera,rizzoli,letteratura d'inchiesta,italiano,2009,;
3188,g. fasanella a. grippo,i silenzi degli innocenti,rizzoli,saggio storico,italiano,2006,;
3189,massimo d'alema,controcorrente,laterza,letteratura d'inchiesta,italiano,2013,;
3190,bruno vespa,l'amore e il potere,mondadori,saggi e inchieste,italiano,2007,;
3191,giacomo manzoli,da ercole a fantozzi,carocci,arte/musica/spettacolo,italiano,2012,;
3192,antonio monda,il paradiso dei lettori innamorati,mondadori,arte/musica/spettacolo,italiano,2013,;
3193,alberto arbasino,la vita bassa,adelphi,romanzo,italiano,2009,;
3194,silvia avallone,acciaio,rizzoli,romanzo,italiano,2010,;
3195,cesar aira,come diventai monaca,feltrinelli,romanzo,italiano,2007,;
3196,marco archetti,sabato addio,feltrinelli,romanzo,italiano,2011,;
3197,maya banks,attrazione profonda,one,romanzo,italiano,2014,;
3198,barbara taylor bradford,l'amore non e' un gioco,sperling & kupfer,romanzo,italiano,2012,;
3199,john boyne,il palazzo degli incontri,rizzoli,romanzo,italiano,2013,;
3200,gianni celati,vite di pascolanti,nottetempo,romanzo,italiano,2006,;
3201,pietro calabrese,il gioco delle nuvole,rizzoli,romanzo,italiano,2011,;
3202,mary costello,academy street,bollati boringeri,romanzo,italiano,2015,;
3203,pauline chen,i segreti della camera rossa,frassinelli,romanzo storico,italiano,2012,;
3204,carlo marroni,le mani sul vaticano,rizzoli,romanzo,italiano,2013,;
3205,marsha mehran,istituto di bellezza margaret thatcher,neri pozza,romanzo,italiano,2015,;
3206,michela murgia,accabadora,einaudi,romanzo,italiano,2009,;
3207,rick moody,diviners i rabdomanti,bompiani,romanzo,italiano,2007,;
3208,sara marconi,qualche piano di troppo,feltrinelli,narrativa,italiano,2005,;
3209,v. ravagli w. ming,asce di guerra,einaudi,romanzo,italiano,2005,;
3210,rosa matteucci,cuore di mamma,adelphi,romanzo,italiano,2007,;
3211,valerio massimo,akropolis,mondadori,romanzo,italiano,2004,;
3212,marco missiroli,senza coda,fanucci,romanzo,italiano,2005,;
3213,ali mcnamara,da new york a notting hill per innamorarsi ancora,newton compton,romanzo,italiano,2004,;
3214,andrea bocconi,la tartaruga di gauguin,guanda,romanzo,italiano,2005,;
3215,caterina bonvicini,i figli degli altri,einaudi,romanzo,italiano,2006,;
3216,j. l. borges,il manoscritto di brodie,adelphi,romanzo,italiano,2010,;
3217,evelyn waugh,etichette,adelphi,romanzo,italiano,2006,;
3218,katherine webb,una canzone quasi dimenticata,mondadori,romanzo,italiano,2014,;
3219,wilbur smith,il destino del leone la voce del tuono,mondadori,romanzo,italiano,1994,;
3220,caterina simonsen,respiro dopo respiro,piemme,romanzo,italiano,2014,;
3221,michele serra,gli sdraiati,feltrinelli,romanzo,italiano,2013,;
3222,antonio scurati,il tempo migliore della nostra vita,bompiani,romanzo,italiano,2015,;
3223,giorgio van straten,la verita' non serve a niente,mondadori,romanzo,italiano,2008,;
3224,andrea vitali,premiata ditta sorelle ficcadenti,rizzoli,romanzo,italiano,2014,;
3225,m. s. tavares,alba sporca,neri pozza,romanzo,italiano,2014,;
3226,giovanni talleri,vent'anni dopo,il murice,romanzo,italiano,1994,;
3227,lena gobbi russo,quelli che siamo,club degli editori,romanzo,italiano,2007,;
3228,lidia ravera,le seduzioni dell'inverno,nottetempo,romanzo,italiano,2007,;
3229,folco quillici,libeccio,mondadori,romanzo,italiano,2008,;
3230,walter veltroni,la scoperta dell'alba,rizzoli,romanzo,italiano,2006,;
3231,sebastiano vassalli,terre selvagge,rizzoli,romanzo,italiano,2015,;
3232,paolo rossi,speranze,il mulino,filosofia e religioni,italiano,2009,;
3233,marcello d'orta,elogio della bugia,pironti editore,arte e cultura del territorio,italiano,2005,;
3234,manuel castells,le citta' delle reti,marsilio editori,saggio,italiano,2004,;
3235,pietro kuciukian,voci nel deserto,guerini e associati,saggio,italiano,2000,;
3236,g. chiappaventi,pistole e palloni,lit edizioni,saggio,italiano,2014,;
3237,jeremy rifkin,la fine del lavoro,mondadori,saggio,italiano,2011,;
3238,v. feltri g. sangiuliano,una repubblica senza patria,mondadori,saggio storico,italiano,2013,;
3239,sidney sheldon,nulla e' per sempre,sperling ,romanzo,italiano,1997,;
3240,bernard cornwell,excalibur,mondadori,giallo/thriller,italiano,1999,;
3241,lynn cullen,mrs poe,neri pozza,classico,italiano,2013,disponbile,;
3242,lilli gruber,tempesta,rizzoli,romanzo storico,italiano,2014,;
3243,terry pratchett,stregoneria,tea,fantasy/avventura/fantascienza,italiano,2006,;
3244,isac asimov,nemesis,mondadori,fantasy/avventura/fantascienza,italiano,2004,;
3245,isac asimov,tutti i racconti,mondadori,fantasy/avventura/fantascienza,italiano,1995,;
3246,emilio salgari,la caduta di un impero,fabbri editore,classico,italiano,2006,;
3247,vincenzo ruggero manca,la verita' non voluta,koine' nuove edizioni,saggio storico,italiano,2004,;
3248,m. rostagno a. gentile,il suono di una sola mano,il saggiatore,biografia,italiano,2014,;
3249,ermanno olmi,l'apocalisse e' un lieto fine,best bur,biografia,italiano,2014,;
3250,a. zanardi g. gasperini,...pero' zanardi da castel maggiore,baldini castoldi ,biografia,italiano,2003,;
3251,roberto gervaso,ho ucciso il cane nero,mondadori,biografia,italiano,2014,;
3252,dominique lapierre,india mon amour,il saggiatore,biografia,italiano,2010,;
3253,laura boldrini,lo sguardo lontano,einaudi,saggio storico,italiano,2015,;
3254,edoardo boncinelli,una sola vita non basta,rizzoli,biografia,italiano,2013,;
3255,robert lacey,grace kelly,frassinelli,biografia,italiano,2014,;
3256,fernando cipriani,villiers de l'isle adam e la cultura del suo tempo,edizioni scientifiche italiane,arte e cultura del territorio,italiano,2004,;
3257,renato sarti,i me ciamava per nome ,baldini &castoldi,biografia,italiano,2001,;
3258,harry g. frankfurt,stronzate,rizzoli,filosofia e religioni,italiano,2005,;
3259,autori vari,il novecento delle italiane,editori riuniti,saggio storico,italiano,2001,;
3260,giuseppe caliceti,fonderia italghisa,marsilio editori,saggio,italiano,1996,;
3261,giorgio bocca,grazie no sette idee che non dobbiamo piu accettare,feltrinelli,saggio,italiano,2012,;
3262,davide canfora,prima di machiavelli,laterza,saggio storico,italiano,2005,;
3263,ettore mo,ma nemmeno malinconia,rizzoli,saggio,italiano,2007,;
3264,nino pirrotta,don giovanni in musica,marsilio editori,arte e cultura del territorio,italiano,1991,;
3265,tullio de mauro,la fabbrica delle parole,utet,saggio,italiano,2005,;
3266,giampiero mughini,un disastro chiamato seconda repubblica,mondadori,saggio storico,italiano,2005,;
3267,antonio tabucchi,i dialoghi mancati,feltrinelli,giallo/thriller,italiano,1994,;
3268,leif gw persson,un altro tempo un'altra vita,marsilio editori,giallo/thriller,italiano,2005,;
3269,remo guerrini,l'estate nera,newton compton,giallo/thriller,italiano,2013,;
3270,ayn rand,la notte del sedici gennaio,liberilibri,giallo/thriller,italiano,2005,;
3271,viola veloce ,omicidi in pausa pranzo,mondadori,giallo/thriller,italiano,2014,;
3272,franco forte,la stretta del pitone,mursia ,giallo/thriller,italiano,2005,;
3273,stella remington,a rischio,baldini castoldi ,giallo/thriller,italiano,2005,;
3274,patricia cornwell,polvere,mondadori,giallo/thriller,italiano,2014,;
3275,v. evangelisti p. ferrucci,lune nere,aliberti editore,giallo/thriller,italiano,2005,;
3276,corrado guzzanti,il libro de kipli,baldini castoldi ,poesia,italiano,1992,;
3277,arturo perez reverte,il pittore di battaglie,tropea editore,romanzo storico,italiano,2007,;
3278,giovanni raboni,la poesia che si fa',garzanti,critica letteraria,italiano,2005,;
3279,autori vari,lombardia,san paolo,geografia,italiano,2001,;
3280,luis sepulveda,la lampada di aladino,guanda,romanzo,italiano,2009,;
3281,piero dorfles,il ritorno del dinosauro,garzanti,fantasy/avventura/fantascienza,italiano,2010,;
3282,brendan o'carrol,agnes brownw mamma,neri pozza,umoristico e fumetti,italiano,2008,;
3283,autori vari,i miracoli di gesu',piemme,arte/musica/spettacolo,italiano,2002,;
3284,ingmar bergman,il settimo sigillo,iperborea,arte/musica/spettacolo,italiano,2002,;
3285,cinzia tani,la mela,gallucci,arte/musica/spettacolo,italiano,2010,;
3286,suso cecchi d'amico,storie di cinema e d'altro,bompiani,arte/musica/spettacolo,italiano,2002,;
3287,gilbert cesbron,e' mezzanotte dottor schweitzer,ed. massimo,arte/musica/spettacolo,italiano,1974,;
3288,marie elen mathieu,dio mi ama cosi come sono,effata,filosofia e religioni,italiano,2002,;
3289,sylvia day,nel profondo di te,mondadori,romanzo,italiano,2013,;
3290,autori vari,istanbul,touring club italiano,geografia,italiano,2012,;
3291,antonio ferrara,la corsa giusta ,coccole,bambini e ragazzi,italiano,2014,;
3292,vivian lamarque,mettete subito in disordine,einaudi,bambini e ragazzi,italiano,2015,;
3293,g. caporaso ,i racconti di punteville,lavieri,bambini e ragazzi,italiano,2013,;
3294,gaetano savatteri,uno per tutti,sellerio,romanzo,italiano,2008,;
3295,w. g. sebald,austerlitz,adelphi,romanzo,italiano,2006,;
3296,ingo schulze,adam e evelyn,feltrinelli,romanzo,italiano,2009,;
3297,paolo sorrentino,hanno tutti ragione ,feltrinelli,romanzo,italiano,2010,;
3298,sidney sheldon,linea di sangue ,sperling&kupfer,romanzo,italiano,2011,;
3299,veronica sattler,un buon contratto,mondadori,romanzo,italiano,1992,;
